inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
ILLSWUPMFRIENE-UHFFFAOYSA-N,Cn1c2c(c3cc(N)ccc31)CCCC2,[Cl-].C[n]1c2ccc([NH3+])cc2c2CCCCc12,64057-88-1,,,rat_acute_oral_ld50,229.0,mg/kg,0.058520360623029996,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,64057-88-1,,1,single,,
ILQGIJDYSLHIOX-UHFFFAOYSA-N,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,CC(C)(C)C(=O)CCC1C=CC(Cl)=CC=1,66346-01-8,"1-(4-Chlorophenyl)-4,4-dimethyl-pentan-3-one",,rat_acute_oral_ld50,3145.0,mg/kg,1.1471850085970532,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID7028300,,1,single,,
ILSHUTZNPABZPQ-UHFFFAOYSA-N,O=C(OCCCl)c1ccccc1C(=O)OCCCl,O=C(OCCCl)C1C=CC=CC=1C(=O)OCCCl,6279-87-4,Bis(2-chloroethyl) phthalate,,rat_acute_oral_ld50,730.0,mg/kg,0.40090799361694507,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID1073367,,1,single,,
ILXXYQLPPNVJDP-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)OCCN(CCOC(=O)c1c(Cl)ccc(Cl)c1OC)c1ccccc1,COc1c(c(Cl)ccc1Cl)C(=O)OCCN(CCOC(=O)c1c(OC)c(Cl)ccc1Cl)c1ccccc1,56141-00-5,,,rat_acute_oral_ld50,12500.0,mg/kg,1.3297333991503426,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,56141-00-5,,1,single,,
IMACFCSSMIZSPP-UHFFFAOYSA-N,O=C(CCl)c1ccccc1,O=C(CCl)C1C=CC=CC=1,532-27-4,2-Chloroacetophenone,,rat_acute_oral_ld50,50.0,mg/kg,-0.4886030050139701,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID9020293,,1,single,,
IMAGWKUTFZRWSB-HWKANZROSA-N,C/C=N/N(C)C=O,C/C=N/N(C)C=O,16568-02-8,Acetaldehyde methylformylhydrazone,,rat_acute_oral_ld50,320.0,mg/kg,0.5048735819340291,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0039225,,1,single,,
IMDXZWRLUZPMDH-UHFFFAOYSA-N,ClP(Cl)c1ccccc1,ClP(Cl)C1C=CC=CC=1,644-97-3,Phenyl phosphorus dichloride,,rat_acute_oral_ld50,200.0,mg/kg,0.050730558159465845,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID4027282,,1,single,,
IMHBYKMAHXWHRP-UHFFFAOYSA-N,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,ClC1=CC=CC=C1NC1N=C(Cl)N=C(Cl)N=1,101-05-3,Anilazine,,rat_acute_oral_ld50,2700.0,mg/kg,0.9936798101016566,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID9020089,,1,single,,
IMNCVEVBWUFKIU-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,CN(C)S(=O)(=O)C1C2N=C(NC=2C(Cl)=C(Cl)C=1Cl)C(F)(F)F,36014-72-9,"4-Benzimidazolesulfonamide, N,N-dimethyl-5,6,7-trichloro-2-(trifluoromethyl)-",,rat_acute_oral_ld50,4.768,mg/kg,-1.918181310927458,cat1,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID00189581,,1,single,,
IMPPGHMHELILKG-UHFFFAOYSA-N,CCOc1ccc(N)cc1,Cl.CCOC1C=CC(N)=CC=1,637-56-9,p-Ethoxyaniline hydrochloride,,rat_acute_oral_ld50,2080.0,mg/kg,1.181076363990079,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID6060923,,1,single,,
IMRYETFJNLKUHK-UHFFFAOYSA-N,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,CC(C)C1C(C)C(C)(C)c2cc(C)c(cc21)C(C)=O,68857-95-4,,,rat_acute_oral_ld50,2220.0,mg/kg,0.9343994858518551,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,68857-95-4,,1,single,,
IMUDHTPIFIBORV-UHFFFAOYSA-N,NCCN1CCNCC1,NCCN1CCNCC1,140-31-8,1-(2-Aminoethyl)piperazine,,rat_acute_oral_ld50,2140.0,mg/kg,1.2193980659467225,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID2021997,,1,single,,
IMVWGCIUSSJUAA-UHFFFAOYSA-N,O=c1[nH]c(O)cn1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,[Na+].[O-][N+](=O)C1C=CC(=CC=1)C1=CC=C(C=NN2CC(=O)[N-]C2=O)O1,14663-23-1,Dantrolene sodium,,rat_acute_oral_ld50,7432.0,mg/kg,1.3740859953562425,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID4044585,,1,single,,
IMWZFUZAMUZWAA-UHFFFAOYSA-N,CSc1ccc(OP(C)(C)=S)cc1C,CC1C=C(C=CC=1SC)OP(C)(C)=S,2636-25-1,"Phosphinothioic acid, dimethyl-, O-(3-methyl-4-(methylthio)phenyl) ester",,rat_acute_oral_ld50,175.0,mg/kg,-0.14795035990350008,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID10180963,,1,single,,
IMWZZHHPURKASS-UHFFFAOYSA-N,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CC1=CC(=CC(C)=C1)OCC1CNC(=O)O1,1665-48-1,Metaxalone,,rat_acute_oral_ld50,775.0,mg/kg,0.5447027590573275,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID3023269,,1,single,,
IMXBRVLCKXGWSS-UHFFFAOYSA-N,COC(=O)CC1CCCCC1,COC(=O)CC1CCCCC1,14352-61-5,Methylcyclohexylacetate,,rat_acute_oral_ld50,2500.0,mg/kg,1.204495292514535,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID60162451,,1,single,,
INETXKGLHYNTHK-UHFFFAOYSA-N,CCC(C)=NO[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC,CC(CC)=NO[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC,34206-40-1,"2-Butanone, O,O',O'',O'''-silanetetrayltetraoxime",,rat_acute_oral_ld50,2453.0,mg/kg,0.8188986811202309,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID2067822,,1,single,,
INFDPOAKFNIJBF-UHFFFAOYSA-N,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,C[N+]1C=CC(=CC=1)C1C=C[N+](C)=CC=1,4685-14-7,Paraquat,,rat_acute_oral_ld50,101.66120203892922,mg/kg,-0.2626252057825508,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID3034799,,2,geomean,0.05907034535710716,
INFFATMFXZFLAO-UHFFFAOYSA-N,COCOCCO,COCOCCO,4484-61-1,"Ethanol, 2-(methoxymethoxy)-",,rat_acute_oral_ld50,6500.0,mg/kg,1.7873494734652806,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID80196319,,1,single,,
INGHQCVNNYVDFR-UHFFFAOYSA-N,COc1cc(N)c(C)cc1N(C)C,CC1C=C(C(=CC=1N)OC)N(C)C.OS(O)(=O)=O,68104-02-9,"1,4-Benzenediamine, 2-methoxy-N1,N1,5-trimethyl-, sulfate (1:1)",,rat_acute_oral_ld50,29.7,mg/kg,-0.7828205899973196,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID6073607,,1,single,,
INJOMKTZOLKMBF-UHFFFAOYSA-N,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,Cl.NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,29110-48-3,,,rat_acute_oral_ld50,142.0,mg/kg,-0.23689948477097375,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,29110-48-3,,1,single,,
INJVHPRSHKTTBD-UHFFFAOYSA-N,COCCOC(=O)C=CC(=O)OCCOC,COCCOC(=O)C=CC(=O)OCCOC,10232-93-6,,,rat_acute_oral_ld50,3340.0,mg/kg,1.1580812655970476,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,10232-93-6,,1,single,,
INLLPKCGLOXCIV-UHFFFAOYSA-N,C=CBr,C=CBr,593-60-2,Vinyl bromide,,rat_acute_oral_ld50,500.0,mg/kg,0.6739026068144877,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8021432,,1,single,,
INQDDHNZXOAFFD-UHFFFAOYSA-N,C=CC(=O)OCCOCCOCCOC(=O)C=C,C=CC(=O)OCCOCCOCCOC(=O)C=C,1680-21-3,Triethylene glycol diacrylate,,rat_acute_oral_ld50,500.0,mg/kg,0.2871646043059591,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0051780,,1,single,,
INQOMBQAUSQDDS-UHFFFAOYSA-N,CI,CI,74-88-4,Methyl iodide,,rat_acute_oral_ld50,76.0,mg/kg,-0.27125433177943753,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0024187,,1,single,,
INUNXTSAACVKJS-OAQYLSRUSA-N,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1C=CC=CC=1)C1C=CC=CC=1,357-56-2,Dextromoramide,,rat_acute_oral_ld50,71.8,mg/kg,-0.7374344980556256,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8022909,,1,single,,
INVGWHRKADIJHF-UHFFFAOYSA-N,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,C[N+]1=CC2C3OCOC=3C=CC=2C2C=CC3C=C4OCOC4=CC=3C1=2,2447-54-3,Sanguinarine,,rat_acute_oral_ld50,1660.0,mg/kg,0.6988500217511763,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0045204,,1,single,,
INVHIPJJDSPNJY-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c(Br)cc(Br)cc2Br)c(C(F)(F)F)c1,[O-][N+](=O)C1C=C(C(NC2C(Br)=CC(Br)=CC=2Br)=C(C=1)[N+]([O-])=O)C(F)(F)F,57729-86-9,"2,4-Dinitro-N-(2,4,6-tribromophenyl)-6-(trifluoromethyl)aniline",,rat_acute_oral_ld50,4.43,mg/kg,-2.102387416661628,cat1,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID7073567,,1,single,,
INVWRXWYYVMFQC-UHFFFAOYSA-N,CC(C)=CCOC(=O)c1ccccc1,CC(C)=CCOC(=O)C1C=CC=CC=1,5205-11-8,3-Methyl-2-butenyl benzoate,,rat_acute_oral_ld50,4700.0,mg/kg,1.3931171582113484,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8047131,,1,single,,
INYDMNPNDHRJQJ-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,CC1C=C(C(=CC=1)[N+]([O-])=O)[N+]([O-])=O,610-39-9,"3,4-Dinitrotoluene",,rat_acute_oral_ld50,807.0,mg/kg,0.6467239887049352,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8027240,,1,single,,
INYHZQLKOKTDAI-UHFFFAOYSA-N,C=CC1CC2C=CC1C2,C=CC1CC2CC1C=C2,3048-64-4,5-Vinyl-2-norbornene,,rat_acute_oral_ld50,5239.0,mg/kg,1.6397274484708688,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID6029250,,1,single,,
IOAOAKDONABGPZ-UHFFFAOYSA-N,CCC(N)(CO)CO,CCC(N)(CO)CO,115-70-8,"2-Amino-2-ethyl-1,3-propanediol",,rat_acute_oral_ld50,5001.0,mg/kg,1.6231646799470392,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID3029150,,1,single,,
IOBUQRFHGSZURK-UHFFFAOYSA-N,CCCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCc1cccnc1,CCCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCc1ccc[n]c1,71548-68-0,,,rat_acute_oral_ld50,10000.0,mg/kg,1.3734952669750813,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,71548-68-0,,1,single,,
IOEHAXLKKSRCBU-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCN1CON=C1c1ccccc1,[Cl-].CC(Cc1ccccc1)[NH2+]CCN1CON=C1c1ccccc1,49561-54-8,,,rat_acute_oral_ld50,649.0,mg/kg,0.32202752750943486,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,49561-54-8,,1,single,,
IOJUPLGTWVMSFF-UHFFFAOYSA-N,c1ccc2scnc2c1,C1=NC2=CC=CC=C2S1,95-16-9,Benzothiazole,,rat_acute_oral_ld50,178.0,mg/kg,0.12004032919006209,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID7024586,,1,single,,
IOPTXXRNXCPJGO-UHFFFAOYSA-N,CCS(=O)(=O)Cc1ccccc1OC(=O)NC,CCS(=O)(=O)Cc1ccccc1OC(=O)NC,53380-23-7,,,rat_acute_oral_ld50,506.0,mg/kg,0.2940954381663309,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,53380-23-7,,1,single,,
IOQPZZOEVPZRBK-UHFFFAOYSA-N,CCCCCCCCN,CCCCCCCCN,111-86-4,1-Octanamine,,rat_acute_oral_ld50,315.0,mg/kg,0.3872102598892224,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8021939,,1,single,,
IOTVNIPKZLCUNI-UHFFFAOYSA-N,CN(Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,CN(SC1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl)C(=O)OC1=CC=CC2CC(C)(C)OC1=2,50539-76-9,"Carbamic acid, methyl((pentachlorophenyl)thio)-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester",,rat_acute_oral_ld50,25.0,mg/kg,-1.300085423366459,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID40198556,,1,single,,
IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,2310-17-0,Phosalone,,rat_acute_oral_ld50,85.0,mg/kg,-0.6352315939134087,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID1024259,,1,single,,
IOVGROKTTNBUGK-SJCJKPOMSA-N,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,Cl.C[C@H](NCCC1C=CC(O)=CC=1)[C@H](O)C1C=CC(O)=CC=1,23239-51-2,Ritodrine hydrochloride,,rat_acute_oral_ld50,1840.0,mg/kg,0.8067057604608004,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8045438,,1,single,,
IOVGROKTTNBUGK-SJKOYZFVSA-N,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,Cl.C[C@@H](NCCC1C=CC(O)=CC=1)[C@@H](O)C1C=CC(O)=CC=1,52447-11-7,"Benzenemethanol, 4-hydroxy-alpha-(1-((2-(4-hydroxyphenyl)ethyl)amino)ethyl)-, hydrochloride, (R*,S*)-(+-)-",,rat_acute_oral_ld50,1840.0,mg/kg,0.8067057604608004,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID00200447,,1,single,,
IOZXPBFEPUGENK-UHFFFAOYSA-N,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCN4CCSCC4)ccc3N(C)C12,CN1CCC2(C)C1N(C)c1ccc(cc21)OC(=O)NCCCCCCCCN1CCSCC1,154619-66-6,,,rat_acute_oral_ld50,23.8,mg/kg,-1.2994787749879497,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,154619-66-6,,1,single,,
IPBFYZQJXZJBFQ-UHFFFAOYSA-N,CCCCC1CCC(=O)O1,CCCCC1CCC(=O)O1,104-50-7,4-Octanolide,,rat_acute_oral_ld50,4400.0,mg/kg,1.490860494397329,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID1047609,,1,single,,
IPDDIRXDRFQIQW-UHFFFAOYSA-N,CCOP(=S)(OCC)OC(C)=CC(=O)OC,CC(=CC(=O)OC)OP(=S)(OCC)OCC,128606-48-4,Methyl 3-[(diethoxyphosphorothioyl)oxy]but-2-enoate,,rat_acute_oral_ld50,0.14,mg/kg,-3.2820933351960004,cat1,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID50858816,,1,single,,
IPDFCGAQJIOBPK-UHFFFAOYSA-N,CCP(=S)(OC)SCSCSP(=S)(CC)OC,COP(=S)(CC)SCSCSP(=S)(CC)OC,18300-07-7,,,rat_acute_oral_ld50,3.9,mg/kg,-1.9770833646544137,cat1,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,18300-07-7,,1,single,,
IPFOVPXKWJQMES-UHFFFAOYSA-N,CCOP(=S)(N=[N+]=[N-])OCC,CCOP(=S)(N=[N+]=[N-])OCC,1516-67-2,"Phosphorazidothioic acid, O,O-diethyl ester",,rat_acute_oral_ld50,5.0,mg/kg,-1.5911161273092278,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID20164815,,1,single,,
IPNDIMIIGZSERC-UHFFFAOYSA-N,O=C(CS)OCCCCOC(=O)CS,O=C(CS)OCCCCOC(=O)CS,10193-95-0,"Acetic acid, mercapto-, 1,4-butanediyl ester",,rat_acute_oral_ld50,405.0,mg/kg,0.2308172127578971,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID8064987,,1,single,,
IPOBOOXFSRWSHL-UHFFFAOYSA-N,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,OC(=O)CCC(O)=O.C1C(C2NCCN=2)C1(C1C=CC=CC=1)C1C=CC=CC=1,100678-32-8,Cifenline succinate,,rat_acute_oral_ld50,359.0,mg/kg,0.13654955890829543,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0047820,,1,single,,
IPOKQKBJDASROB-UHFFFAOYSA-N,O=S1(=O)CCC(Br)C1,O=S1(=O)CC(Br)CC1,14008-53-8,,,rat_acute_oral_ld50,215.0,mg/kg,0.03591583691489069,cat3,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,14008-53-8,,1,single,,
IPPAUTOBDWNELX-UHFFFAOYSA-N,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CCOC(=O)COC(=O)C1C=C(C=CC=1[N+]([O-])=O)OC1C=CC(=CC=1Cl)C(F)(F)F,77501-90-7,Fluoroglycofen-ethyl,,rat_acute_oral_ld50,1480.0,mg/kg,0.5199218748674046,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID0041983,,1,single,,
IPPYBNCEPZCLNI-UHFFFAOYSA-N,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],CC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,3032-55-1,Trimethylolethane trinitrate,,rat_acute_oral_ld50,1027.0,mg/kg,0.6049725673668013,cat4,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID7051979,,1,single,,
IPRJXAGUEGOFGG-UHFFFAOYSA-N,CCCCNS(=O)(=O)c1ccccc1,CCCCNS(=O)(=O)C1C=CC=CC=1,3622-84-2,N-Butylbenzenesulfonamide,,rat_acute_oral_ld50,2050.0,mg/kg,0.9832063838271208,cat5,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID7027540,,1,single,,
IPVBKOUKUCKNIK-UHFFFAOYSA-N,FC(F)(F)c1nc2c(Br)cc(Br)cc2[nH]1,FC(F)(F)C1NC2C=C(Br)C=C(Br)C=2N=1,6609-53-6,"Benzimidazole, 4,6-dibromo-2-(trifluoromethyl)-",,rat_acute_oral_ld50,5.977,mg/kg,-1.7573669468706736,cat2,Rattus norvegicus,Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus norvegicus,in_vivo,oral,,mortality,NICEATM-ICE-CATMoS,10.1289/EHP8495,DTXSID40216289,,1,single,,
