inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
RQEUFEKYXDPUSK-UHFFFAOYSA-N,CC(N)c1ccccc1,CC(N)c1ccccc1,NOCAS_862301,,,bcf,6.606934480075959,L/kg,0.82,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID40862301,,1,single,,ionizable
QZYHIOPPLUPUJF-UHFFFAOYSA-N,Cc1cccc([N+](=O)[O-])c1,Cc1cc(ccc1)[N+]([O-])=O,99-08-1,3-Nitrotoluene,,bcf,12.02264434617413,L/kg,1.08,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5021831,,1,single,,ionizable
XJCVRTZCHMZPBD-UHFFFAOYSA-N,Nc1cccc([N+](=O)[O-])c1,Nc1cc(ccc1)[N+]([O-])=O,99-09-2,3-Nitroaniline,,bcf,3.019951720402016,L/kg,0.48,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID6025725,,1,single,,ionizable
NTBYINQTYWZXLH-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,[O-][N+](=O)c1cc(Cl)c(Cl)cc1,99-54-7,"3,4-Dichloronitrobenzene",,bcf,51.28613839913648,L/kg,1.71,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8024999,,1,single,,ionizable
WDCYWAQPCXBPJA-UHFFFAOYSA-N,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,99-65-0,"1,3-Dinitrobenzene",,bcf,5.88843655355589,L/kg,0.77,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9024065,,1,single,,ionizable
ZUTYZAFDFLLILI-UHFFFAOYSA-N,CCC(C)c1ccc(O)cc1,CCC(C)c1ccc(O)cc1,99-71-8,4-(Butan-2-yl)phenol,,bcf,20.417379446695296,L/kg,1.31,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID7022332,,1,single,,ionizable
ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1,Cc1ccc(cc1)[N+]([O-])=O,99-99-0,4-Nitrotoluene,,bcf,7.943282347242816,L/kg,0.9,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5023792,,1,single,,ionizable
TYMLOMAKGOJONV-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(cc1)[N+]([O-])=O,100-01-6,4-Nitroaniline,,bcf,3.9810717055349722,L/kg,0.6,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8020961,,1,single,,ionizable
BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,[O-][N+](=O)c1ccc(O)cc1,100-02-7,4-Nitrophenol,,bcf,5.1286138399136485,L/kg,0.71,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID0021834,,1,single,,ionizable
BNUHAJGCKIQFGE-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1,COc1ccc(cc1)[N+]([O-])=O,100-17-4,p-Nitroanisole,,bcf,12.02264434617413,L/kg,1.08,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9059208,,1,single,,ionizable
LVPMIMZXDYBCDF-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)nc1,OC(=O)c1ccc(c[n]1)C(O)=O,100-26-5,"2,5-Pyridinedicarboxylic acid",,bcf,5.7543993733715695,L/kg,0.76,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID3059210,,1,single,,ionizable
BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CC=CCC1,C=CC1CC=CCC1,100-40-3,4-Vinylcyclohexene,,bcf,165.95869074375614,L/kg,2.22,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID3021437,,1,single,,
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,C=Cc1ccccc1,100-42-5,Styrene,,bcf,13.489628825916533,L/kg,1.13,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID2021284,,1,single,,
AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,CNc1ccccc1,100-61-8,N-Methylaniline,,bcf,10.0,L/kg,1.0,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9021841,,1,single,,ionizable
JZHGRUMIRATHIU-UHFFFAOYSA-N,C=Cc1cccc(C)c1,Cc1cc(C=C)ccc1,100-80-1,3-Methylstyrene,,bcf,35.48133892335755,L/kg,1.55,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9051454,,1,single,,
IBOFVQJTBBUKMU-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,Nc1ccc(Cc2cc(Cl)c(N)cc2)cc1Cl,101-14-4,"4,4'-Methylenebis(2-chloroaniline)",,bcf,173.78008287493762,L/kg,2.24,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5020865,,1,single,,ionizable
YBRVSVVVWCFQMG-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)cc2)cc1,Nc1ccc(Cc2ccc(N)cc2)cc1,101-77-9,"4,4'-Methylenedianiline",,bcf,15.13561248436208,L/kg,1.18,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID6022422,,1,single,,ionizable
CZZYITDELCSZES-UHFFFAOYSA-N,c1ccc(Cc2ccccc2)cc1,C(c1ccccc1)c1ccccc1,101-81-5,Diphenylmethane,,bcf,870.9635899560806,L/kg,2.94,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID1041891,,1,single,,
USIUVYZYUHIAEV-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1,c1ccccc1Oc1ccccc1,101-84-8,Diphenyl oxide,,bcf,316.22776601683796,L/kg,2.5,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9021847,,1,single,,
VPYJNCGUESNPMV-UHFFFAOYSA-N,C=CCN(CC=C)CC=C,C=CCN(CC=C)CC=C,102-70-5,Triallylamine,,bcf,3.548133892335755,L/kg,0.55,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5026174,,1,single,,ionizable
GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,OCCN(CCO)CCO,102-71-6,Triethanolamine,,bcf,3.890451449942806,L/kg,0.59,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9021392,,1,single,,ionizable
IMFACGCPASFAPR-UHFFFAOYSA-N,CCCCN(CCCC)CCCC,N(CCCC)(CCCC)CCCC,102-82-9,Tributylamine,,bcf,25.118864315095795,L/kg,1.4,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID4026183,,1,single,,ionizable
MHDVGSVTJDSBDK-UHFFFAOYSA-N,c1ccc(COCc2ccccc2)cc1,C(OCc1ccccc1)c1ccccc1,103-50-4,Dibenzyl ether,,bcf,269.1534803926917,L/kg,2.43,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5025819,,1,single,,
OJGMBLNIHDZDGS-UHFFFAOYSA-N,CCNc1ccccc1,CCNc1ccccc1,103-69-5,N-Ethylaniline,,bcf,12.882495516931343,L/kg,1.11,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID1025271,,1,single,,ionizable
XXBDWLFCJWSEKW-UHFFFAOYSA-N,CN(C)Cc1ccccc1,CN(C)Cc1ccccc1,103-83-3,"N,N-Dimethylbenzylamine",,bcf,14.12537544622754,L/kg,1.15,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8021854,,1,single,,ionizable
AVPYQKSLYISFPO-UHFFFAOYSA-N,O=Cc1ccc(Cl)cc1,O=Cc1ccc(Cl)cc1,104-88-1,4-Chlorobenzaldehyde,,bcf,2.0892961308540396,L/kg,0.32,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID2021860,,1,single,,
DSNHSQKRULAAEI-UHFFFAOYSA-N,CCc1ccc(CC)cc1,CCc1ccc(CC)cc1,105-05-5,"1,4-Diethylbenzene",,bcf,478.6300923226385,L/kg,2.68,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID4026711,,1,single,,
WEERVPDNCOGWJF-UHFFFAOYSA-N,C=Cc1ccc(C=C)cc1,C=Cc1ccc(cc1)C=C,105-06-6,"1,4-Divinylbenzene",,bcf,301.9951720402016,L/kg,2.48,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID2033863,,1,single,,
GZFGOTFRPZRKDS-UHFFFAOYSA-N,Oc1ccc(Br)cc1,Oc1ccc(Br)cc1,106-41-2,4-Bromophenol,,bcf,14.791083881682072,L/kg,1.17,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID3051543,,1,single,,ionizable
URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,Cc1ccc(C)cc1,106-42-3,p-Xylene,,bcf,14.791083881682072,L/kg,1.17,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID2021868,,1,single,,
NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,106-43-4,4-Chlorotoluene,,bcf,57.543993733715695,L/kg,1.76,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8024814,,1,single,,
QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,106-47-8,4-Chloroaniline,,bcf,6.918309709189364,L/kg,0.84,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID9020295,,1,single,,ionizable
WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,106-48-9,4-Chlorophenol,,bcf,30.19951720402016,L/kg,1.48,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID1021871,,1,single,,ionizable
PAAZPARNPHGIKF-UHFFFAOYSA-N,BrCCBr,BrCCBr,106-93-4,"1,2-Dibromoethane",,bcf,15.13561248436208,L/kg,1.18,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID3020415,,1,single,,
FXNDIJDIPNCZQJ-UHFFFAOYSA-N,C=C(C)CC(C)(C)C,CC(=C)CC(C)(C)C,107-39-1,"2,4,4-Trimethyl-1-pentene",,bcf,602.5595860743575,L/kg,2.78,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID4026765,,1,single,,
JSRLURSZEMLAFO-UHFFFAOYSA-N,Brc1cccc(Br)c1,Brc1cc(Br)ccc1,108-36-1,"1,3-Dibromobenzene",,bcf,660.6934480075957,L/kg,2.82,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID7051555,,1,single,,
IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1,Cc1cc(C)ccc1,108-38-3,m-Xylene,,bcf,14.791083881682072,L/kg,1.17,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID6026298,,1,single,,
HORNXRXVQWOLPJ-UHFFFAOYSA-N,Oc1cccc(Cl)c1,Oc1cc(Cl)ccc1,108-43-0,3-Chlorophenol,,bcf,15.848931924611133,L/kg,1.2,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID4024800,,1,single,,ionizable
WZCQRUWWHSTZEM-UHFFFAOYSA-N,Nc1cccc(N)c1,Nc1cc(N)ccc1,108-45-2,"1,3-Benzenediamine",,bcf,6.456542290346556,L/kg,0.81,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID4021137,,1,single,,ionizable
PRJNEUBECVAVAG-UHFFFAOYSA-N,C=Cc1cccc(C=C)c1,C=Cc1cc(ccc1)C=C,108-57-6,"1,3-Diethenylbenzene",,bcf,346.73685045253166,L/kg,2.54,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID30110020,,1,single,,
AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,108-67-8,"1,3,5-Trimethylbenzene",,bcf,186.20871366628674,L/kg,2.27,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID6026797,,1,single,,
XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,108-70-3,"1,3,5-Trichlorobenzene",,bcf,933.2543007969915,L/kg,2.97,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8026195,,1,single,,
JDSHMPZPIAZGSV-UHFFFAOYSA-N,Nc1nc(N)nc(N)n1,Nc1[n]c(N)[n]c(N)[n]1,108-78-1,Melamine,,bcf,3.8018939632056115,L/kg,0.58,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID6020802,,1,single,,ionizable
QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1,Brc1ccccc1,108-86-1,Bromobenzene,,bcf,22.908676527677734,L/kg,1.36,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5024637,,1,single,,
UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,CC1CCCCC1,108-87-2,Methylcyclohexane,,bcf,186.20871366628674,L/kg,2.27,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID0047749,,1,single,,
YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,Cc1ccccc1,108-88-3,Toluene,,bcf,8.31763771102671,L/kg,0.92,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID7021360,,1,single,,
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,Oc1ccccc1,108-95-2,Phenol,,bcf,17.378008287493753,L/kg,1.24,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID5021124,,1,single,,ionizable
OKDGRDCXVWSXDC-UHFFFAOYSA-N,Clc1ccccn1,Clc1cccc[n]1,109-09-1,2-Chloropyridine,,bcf,19.054607179632473,L/kg,1.28,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8024810,,1,single,,
VFWCMGCRMGJXDK-UHFFFAOYSA-N,CCCCCl,CCCCCl,109-69-3,1-Chlorobutane,,bcf,16.982436524617444,L/kg,1.23,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8020206,,1,single,,
YTPLMLYBLZKORZ-UHFFFAOYSA-N,c1ccsc1,c1ccc[s]1,110-02-1,Thiophene,,bcf,8.912509381337454,L/kg,0.95,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID8026145,,1,single,,
XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,C1CCCCC1,110-82-7,Cyclohexane,,bcf,83.17637711026708,L/kg,1.92,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID4021923,,1,single,,
GLUUGHFHXGJENI-UHFFFAOYSA-N,C1CNCCN1,C1CNCCN1,110-85-0,Piperazine,,bcf,3.890451449942806,L/kg,0.59,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID1021164,,1,single,,ionizable
AZUXKVXMJOIAOF-UHFFFAOYSA-N,CC(O)COCC(C)O,CC(O)COCC(C)O,110-98-5,"1,1'-Oxybis-2-propanol",,bcf,4.570881896148751,L/kg,0.66,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID7026863,,1,single,,
RPNUMPOLZDHAAY-UHFFFAOYSA-N,NCCNCCN,NCCNCCN,111-40-0,Diethylenetriamine,,bcf,4.466835921509632,L/kg,0.65,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID2025050,,1,single,,ionizable
LHIJANUOQQMGNT-UHFFFAOYSA-N,NCCNCCO,NCCNCCO,111-41-1,N-(Hydroxyethyl)ethylenediamine,,bcf,2.884031503126606,L/kg,0.46,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID7025423,,1,single,,ionizable
SBAJRGRUGUQKAF-UHFFFAOYSA-N,N#CCCNCCC#N,N#CCCNCCC#N,111-94-4,"3,3'-Iminobispropanenitrile",,bcf,1.202264434617413,L/kg,0.08,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID2041464,,1,single,,ionizable
SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC,CCCCCCCCCCCC,112-40-3,Dodecane,,bcf,239.88329190194898,L/kg,2.38,,Oncorhynchus mykiss,Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,,bioaccumulation,NIEHS OPERA OPERA Training,https://github.com/NIEHS/OPERA,DTXSID0026913,,1,single,,
